chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,label
0.6017193,0.5690447,0.72357064,0.30492383,0.12994957,0.2270437,0.71891,0.26550224,0.24957074,0.58881944,0.60116774,0.87640834,Bm
0.32611957,0.32453987,0.64511,0.19516158,0.055001803,0.23894073,0.9053446,0.22529244,0.08880114,0.3040672,0.34691522,0.7763301,Bm
0.09503659,0.10541581,0.5990432,0.089209594,0.009898584,0.0617757,0.39587897,0.08286357,0.014363264,0.015153695,0.12149903,0.6377118,Bm
0.07585876,0.2137619,0.9116372,0.33911946,0.01638608,0.036822155,0.20397659,0.05393814,0.012284506,0.07525822,0.073958054,0.19756922,Bm
0.24297422,0.18180299,0.65645987,0.2572914,0.0171018,0.060043987,0.4056768,0.10556089,0.01919763,0.13006142,0.16872841,0.86986005,Bm
0.116413064,0.08303973,0.44329882,0.06568977,0.009306725,0.11059239,0.74698746,0.14031292,0.014010019,0.011747811,0.09152125,0.6361989,Bm
0.07505781,0.17803708,0.8833872,0.14737074,0.006380912,0.07069159,0.40396997,0.091328375,0.028903592,0.06612436,0.09906576,0.3751753,Bm
0.6362208,0.43656158,0.8388538,0.3361257,0.07000593,0.11969146,0.44671804,0.17562571,0.22401562,0.76154745,0.6800932,0.8955152,Bm
0.6250185,0.6212108,0.7176112,0.36960745,0.318359,0.2408859,0.5863474,0.2295062,0.39759937,0.66631967,0.7174049,0.87248814,Bm
0.17438008,0.10194053,0.43170854,0.087381616,0.0061345217,0.021228299,0.1078518,0.022789812,0.004176319,0.020340718,0.19105768,0.8971779,Bm
0.16200963,0.03979224,0.020613909,0.080397844,0.36470664,0.06329935,0.15370475,0.951489,0.16353722,0.009023412,0.01093606,0.04366542,C
0.35285318,0.08070756,0.023320062,0.062984586,0.23890826,0.05582021,0.1548033,0.9342101,0.16545016,0.02382199,0.020585267,0.07217788,C
0.8041417,0.14952801,0.06511441,0.111735694,0.48209798,0.081836864,0.09593939,0.52178156,0.09560111,0.0043316004,0.0066962712,0.17902891,C
0.53363556,0.10092362,0.013441179,0.083816946,0.41419134,0.07292789,0.11416055,0.6964472,0.13437687,0.013475735,0.009036771,0.12254379,C
0.66948354,0.13089272,0.09351051,0.11388225,0.44400656,0.0779409,0.14717379,0.7682764,0.14427382,0.0062691504,0.009893249,0.17176925,C
0.11107434,0.05315301,0.14343682,0.13521138,0.40773273,0.101839475,0.18990345,0.9832718,0.18002784,0.0073341797,0.015005009,0.08887472,C
0.62003666,0.115689464,0.019271063,0.1017567,0.47799128,0.08962097,0.11605812,0.7704389,0.15377937,0.026033444,0.028324185,0.12109291,C
0.8066152,0.21488118,0.062366683,0.15902461,0.48997638,0.122008465,0.13828668,0.59689397,0.1180429,0.016946664,0.04152102,0.3193921,C
0.52616006,0.11262793,0.07028176,0.22755885,0.71648204,0.15476881,0.14685553,0.63095814,0.1439074,0.011791621,0.019466693,0.19809154,C
0.36291498,0.074194096,0.013316332,0.08788461,0.4976874,0.081968136,0.10770149,0.77972305,0.155287,0.01892805,0.013873743,0.058050737,C
0.15734093,0.26646948,0.9572673,0.44390482,0.3307624,0.25227368,0.19392629,0.31722367,0.18054143,0.15852053,0.16018061,0.29332218,C
0.19113512,0.2866077,0.94517773,0.46011463,0.44000426,0.49246714,0.28589156,0.5730373,0.3010067,0.37913507,0.31982917,0.5075442,C
0.19870216,0.2791417,0.9492863,0.47796866,0.42645112,0.310756,0.21280043,0.36077854,0.22580008,0.2731067,0.29737732,0.39089176,C
0.61454916,0.13870695,0.014620852,0.026193121,0.06829696,0.022725636,0.10522227,0.70740235,0.14577645,0.087663405,0.06895078,0.114686035,C
0.4188656,0.08402967,0.010911896,0.08918451,0.5023182,0.082824364,0.11076536,0.75284433,0.16555166,0.042992856,0.029140387,0.06916378,C
0.96196985,0.53501624,0.723509,0.32302922,0.21983828,0.17153347,0.14542596,0.29416186,0.1434072,0.1056751,0.14999099,0.47440708,C
0.6995352,0.4544979,0.86252004,0.39221343,0.29379383,0.24353506,0.16390786,0.29013872,0.14130938,0.19238025,0.21741611,0.47385618,C
0.8708519,0.48300293,0.7651384,0.41153046,0.6701763,0.2523805,0.11204812,0.30068234,0.12657781,0.096455276,0.13108842,0.534277,C
0.9966612,0.48555976,0.377425,0.25230956,0.6232538,0.25798053,0.094457954,0.2605539,0.11475874,0.07850936,0.13563365,0.49265638,C
0.708045,0.19981468,0.050588753,0.13329393,0.44621328,0.1182778,0.13482675,0.6822107,0.13239163,0.009853951,0.025615592,0.28112856,C
0.700124,0.13464428,0.033043474,0.10815086,0.51949066,0.08426393,0.07007459,0.41015267,0.11571127,0.06503318,0.074661225,0.15848412,C
0.12623481,0.032819908,0.012006459,0.047095526,0.19831128,0.0399792,0.15114252,0.90591323,0.16380456,0.03368096,0.029689262,0.029249689,C
0.8497891,0.3655674,0.16910446,0.06773179,0.09158677,0.065884955,0.20472312,0.99282587,0.37083703,0.033851095,0.034970943,0.22673555,C
0.95751876,0.41358814,0.11885109,0.15232383,0.61319476,0.21553776,0.082351245,0.31002495,0.12404858,0.022469675,0.061405063,0.3771211,C
0.48008254,0.09409946,0.010967588,0.09985204,0.41632423,0.068008,0.13186967,0.7842278,0.12698035,0.005433316,0.0051057367,0.1004328,C
0.6440886,0.11259275,0.011162546,0.048417427,0.19039598,0.039788324,0.11405161,0.6675582,0.11872748,0.02896889,0.021539992,0.10624832,C
0.5312127,0.08406809,0.013186867,0.04439416,0.15307896,0.032719243,0.09905437,0.7125309,0.13293995,0.01765023,0.017552024,0.100237444,C
0.5698231,0.10049492,0.012252374,0.10988703,0.5359637,0.08633244,0.13845097,0.82376796,0.15730241,0.022608355,0.011581334,0.10047287,C
0.55883473,0.19755287,0.16786712,0.30379325,0.93372464,0.24214795,0.2499258,0.8554901,0.24158876,0.025520293,0.06694182,0.38489836,C
0.7192667,0.13607335,0.025530782,0.16266976,0.57649064,0.13576299,0.0980334,0.4849333,0.105625935,0.008374346,0.021567946,0.25827947,C
0.8944804,0.16661558,0.06270898,0.07746785,0.24512582,0.062309362,0.1545971,0.80109996,0.14648606,0.0079624215,0.009145755,0.20048654,C
0.95665723,0.36409727,0.17637022,0.13174862,0.4290159,0.19572258,0.17103955,0.85664964,0.31373915,0.02889948,0.06449715,0.34444374,C
0.59198165,0.16331878,0.0831629,0.14258309,0.44691244,0.10188313,0.19149737,0.9292756,0.16017433,0.008802852,0.021928642,0.24749424,C
0.8444802,0.15825139,0.047280148,0.13851099,0.61413485,0.09921957,0.10181543,0.52922446,0.09828663,0.005813608,0.005867517,0.17927612,C
0.5609601,0.13701127,0.034919184,0.13916978,0.78426725,0.15668152,0.09473324,0.53975224,0.123325855,0.004958506,0.0059371297,0.10271325,C
0.6903456,0.13566823,0.03849938,0.16572507,0.7693685,0.13236855,0.09619087,0.46920338,0.08588198,0.0048916014,0.0051829475,0.14729154,C
0.44572073,0.07555398,0.007966664,0.084372014,0.40720224,0.06559822,0.13161781,0.79949915,0.14716913,0.040142447,0.025489038,0.073596,C
0.39674866,0.07243445,0.01366129,0.12590994,0.55675864,0.08984289,0.13422072,0.8049258,0.15042569,0.020870877,0.010597791,0.08780236,C
0.6054299,0.1150436,0.03701891,0.19888115,0.66263473,0.1469247,0.10634954,0.46601078,0.12210954,0.010726681,0.034146074,0.3156929,C
0.57176435,0.104263894,0.012967286,0.041535765,0.1645339,0.033433344,0.13062388,0.7810552,0.14720382,0.048280638,0.04311031,0.114337236,C
0.9649586,0.26433617,0.14519459,0.14638194,0.42613724,0.13956565,0.19102308,0.6830486,0.18734679,0.03269216,0.09866881,0.4535674,C
0.8317952,0.22559477,0.07835845,0.13653216,0.44710556,0.12139554,0.12935291,0.63383085,0.1444584,0.022944419,0.06693913,0.3720063,C
0.68934906,0.12039705,0.020090371,0.11638412,0.54486513,0.08792302,0.056920845,0.35740817,0.09376668,0.06194333,0.04766535,0.12900789,C
0.90745556,0.3639245,0.14603512,0.19237149,0.81084186,0.27965006,0.10435762,0.43624842,0.17111547,0.03632803,0.11627123,0.54236203,C
0.43303242,0.07728915,0.013259067,0.10345452,0.50106114,0.08065059,0.13681859,0.83745384,0.14926866,0.043907072,0.033651616,0.07443641,C
0.8308987,0.2756111,0.20975187,0.3127259,0.9256203,0.2457808,0.21434803,0.7422957,0.195441,0.030878434,0.13045792,0.6129728,C
0.97236407,0.41901892,0.16578463,0.17446363,0.6672163,0.23798509,0.11642605,0.45330653,0.17466588,0.042589158,0.11633597,0.49593604,C
0.31911358,0.075406335,0.023249993,0.14460967,0.6415611,0.1050408,0.15012772,0.89095145,0.1639351,0.023065519,0.015040546,0.07340667,C
0.92235035,0.4817306,0.5970124,0.287672,0.35530955,0.19346915,0.10802365,0.20659028,0.0981257,0.13469894,0.1862508,0.47964776,C
0.9326388,0.26394835,0.11565438,0.17620493,0.537172,0.1510948,0.2065212,0.6805735,0.1755994,0.029172337,0.069770835,0.40448788,C
0.9574003,0.50515676,0.59729993,0.32773724,0.68681484,0.27030453,0.104311064,0.20061971,0.10646063,0.11412532,0.19159183,0.5710152,C
0.76823777,0.47587496,0.8189069,0.36586738,0.2661794,0.238722,0.15088117,0.24150479,0.13417962,0.2208931,0.2622952,0.50892496,C
0.93082625,0.42503232,0.2339787,0.13876686,0.31631243,0.1770724,0.10967247,0.373288,0.15305413,0.08237817,0.11940708,0.39101505,C
0.55798244,0.112685055,0.010040387,0.06207036,0.33714074,0.05453219,0.10496187,0.7625323,0.15891021,0.029314158,0.02754709,0.08807327,C
0.4575422,0.09181035,0.014189024,0.08289091,0.39055517,0.07077708,0.115379564,0.80895144,0.1430129,0.021165937,0.01822755,0.073025584,C
0.40203017,0.35578787,0.8938343,0.52776587,0.6755458,0.59512824,0.4195829,0.70259327,0.39370853,0.49385884,0.5371567,0.70655197,C
0.25366879,0.30797574,0.93649805,0.5246165,0.60957223,0.62622774,0.33494443,0.49643472,0.28766516,0.44050384,0.46520832,0.63544893,C
0.5819614,0.21099578,0.20830752,0.31530058,0.9226312,0.23542088,0.17855357,0.5924492,0.17598996,0.030417547,0.11076228,0.53563285,C
0.38138035,0.06490505,0.011272244,0.09610254,0.46418554,0.07577123,0.14306597,0.86857814,0.16071777,0.025699364,0.014905201,0.06735382,C
0.19590433,0.040579397,0.015698027,0.07046345,0.33780542,0.05629231,0.1520886,0.95665705,0.17920068,0.02195552,0.012326545,0.051070217,C
0.70507663,0.32618645,0.27907717,0.22132392,0.7483154,0.27513006,0.19244957,0.93896633,0.33936507,0.046423867,0.12068335,0.5028804,C
0.46423736,0.095811926,0.016276566,0.07323442,0.3019891,0.06814594,0.15667678,0.90364015,0.15584761,0.036721382,0.036663122,0.08551633,C
0.9831158,0.27288622,0.0839883,0.166749,0.5180139,0.13971478,0.11681901,0.365991,0.10636018,0.029330507,0.07425983,0.4083202,C
0.8364731,0.21811448,0.08158329,0.12939128,0.39711252,0.10492077,0.12797798,0.6079326,0.12755865,0.024088796,0.07528634,0.3804615,C
0.42703944,0.071605474,0.009725344,0.048056662,0.24864697,0.04183099,0.12315463,0.88508487,0.17345852,0.017294843,0.013597447,0.0797704,C
0.2700836,0.27096608,0.12751463,0.22119856,0.26209658,0.9648964,0.33118728,0.066805094,0.13840643,0.0992612,0.05487042,0.081425145,C#
0.9684081,0.6695844,0.22026144,0.19887856,0.18393408,0.38714665,0.20851657,0.24410222,0.16465913,0.14514723,0.06464352,0.24180496,C#
0.3921424,0.62761164,0.22054096,0.11613506,0.24023488,0.92611086,0.30111837,0.044745617,0.072123,0.069501966,0.032349046,0.07435483,C#
0.26646155,0.30115625,0.10339812,0.05809864,0.22086224,0.96456975,0.30952495,0.054262556,0.11540461,0.10495445,0.04391092,0.065807894,C#
0.2745526,0.18601164,0.065087184,0.06452955,0.23535648,0.9842724,0.32947856,0.06552924,0.16813645,0.11034554,0.02195848,0.052402563,C#
0.44439295,0.55640894,0.1694845,0.07420754,0.30297923,0.94091094,0.24603595,0.08423237,0.17369589,0.11828987,0.044664014,0.10017027,C#
0.09782551,0.4301839,0.06996644,0.013812529,0.12957251,0.89267594,0.16790557,0.04950196,0.10220727,0.045101367,0.04337907,0.03396953,C#
0.043690186,0.1446654,0.039017737,0.020738984,0.11569148,0.7083819,0.1532033,0.15007477,0.59447,0.122308634,0.021473857,0.022064866,C#
0.0019015264,0.0027165723,0.0015667832,0.0021408175,0.1390288,0.80943567,0.13368826,0.1226561,0.7222584,0.12481016,0.0043841726,0.0018336124,C#
0.8525011,0.5569488,0.4324532,0.77625394,0.349024,0.5934928,0.28788152,0.46722272,0.37458655,0.3850582,0.15387899,0.3516236,C#
0.03828607,0.17965457,0.036172416,0.009265603,0.121135585,0.8505293,0.14526592,0.1279461,0.7307491,0.115882605,0.011914545,0.01080373,C#
0.0052293055,0.013752197,0.003373744,0.0021173968,0.15153897,0.9223036,0.15947996,0.08904891,0.49201295,0.093207255,0.002652659,0.0016475167,C#
0.06605267,0.36206132,0.05778257,0.0068177897,0.115594625,0.8230829,0.14165305,0.07984483,0.42965144,0.07279477,0.008972491,0.008799809,C#
0.016800618,0.0934866,0.01854194,0.0034784272,0.014653182,0.10882219,0.025299557,0.15355496,1.0,0.18515795,0.007453616,0.0052716173,C#
0.025388168,0.101891756,0.02131823,0.0042173495,0.103884086,0.6364836,0.11056082,0.14824958,0.93630457,0.17528637,0.008298801,0.0054802396,C#
0.1052516,0.5378241,0.09391351,0.004013832,0.08472156,0.53030795,0.08938603,0.12246323,0.77973276,0.14213392,0.0025616896,0.0018884442,C#
0.03619271,0.09915856,0.027565334,0.008582708,0.08340153,0.49533334,0.08273381,0.13710545,0.93672746,0.17666283,0.027442599,0.025140865,C#
0.024369374,0.16645224,0.03627449,0.0033562283,0.031067273,0.25304165,0.054405198,0.1469141,0.9887362,0.18257886,0.005572136,0.0050927415,C#
0.051914483,0.15923117,0.04653804,0.015021817,0.16568078,0.94453365,0.17428796,0.044345085,0.156534,0.040378217,0.0063835955,0.008030252,C#
0.13645278,0.6289897,0.11777404,0.052726984,0.11564544,0.65598476,0.1189114,0.14439987,0.6953518,0.12522288,0.0059450953,0.0065272474,C#
0.19532359,0.5639103,0.121625684,0.085994415,0.1768316,0.76447845,0.15678293,0.15339366,0.82072747,0.1541669,0.0062432755,0.017639173,C#
0.18810278,0.7104368,0.12643515,0.021115601,0.18652166,0.741227,0.14841868,0.15629928,0.6004537,0.116467394,0.013186884,0.015811548,C#
0.22107626,0.51762146,0.12767762,0.017883731,0.19544052,0.9259105,0.19233544,0.046791192,0.13454139,0.06073819,0.027842406,0.029609356,C#
0.23819539,0.18890436,0.06240449,0.058187596,0.22022052,0.9826501,0.31666693,0.041991174,0.11824697,0.082505494,0.019125402,0.051267818,C#
0.34269652,0.6945789,0.15487856,0.024712589,0.24024469,0.9206304,0.17128228,0.047308866,0.14119175,0.049133647,0.022258127,0.056453247,C#
0.16134788,0.26648206,0.06250963,0.070019595,0.20781325,0.8311025,0.15647678,0.15214486,0.66386944,0.11406117,0.008762788,0.026954884,C#
0.37415558,0.7287224,0.17246711,0.02705738,0.21987511,0.9012199,0.1681183,0.05395738,0.19443113,0.0567509,0.019011885,0.05961313,C#
0.120271645,0.22488138,0.056222193,0.016170474,0.18083489,0.8273208,0.14652495,0.15842262,0.58450955,0.106718756,0.005130156,0.0133178355,C#
0.21109273,0.20438944,0.076358706,0.066260554,0.26555756,0.9530813,0.34330437,0.11483832,0.3499036,0.15711679,0.02534211,0.038665317,C#
0.36258942,0.46653017,0.14126362,0.06677046,0.21741657,0.96918136,0.3173399,0.07217018,0.25545678,0.1407353,0.033974368,0.0781467,C#
0.2621823,0.30036765,0.10460938,0.061662607,0.21870425,0.9841947,0.31664163,0.045619465,0.07551176,0.07779629,0.04035745,0.079421714,C#
0.29164186,0.3518353,0.16942486,0.27898303,0.2735501,0.96385664,0.334881,0.064124346,0.1350671,0.101284824,0.063902706,0.09690752,C#
0.35561785,0.59953105,0.21103774,0.123741254,0.217839,0.90605545,0.29731488,0.056707293,0.11423355,0.08726512,0.049017362,0.09290806,C#
0.38075486,0.6136095,0.16437453,0.052273415,0.33713424,0.96793044,0.27834794,0.045528445,0.07029507,0.052001964,0.021799367,0.061125487,C#
0.1110726,0.62579286,0.09164919,0.0062096706,0.09681028,0.68694365,0.11578164,0.09024441,0.52167,0.08303185,0.008975492,0.009588756,C#
0.3006232,0.66207993,0.14968663,0.0514664,0.21880816,0.9003989,0.16313402,0.1312613,0.5551909,0.09824463,0.010033524,0.033354808,C#
0.13941811,0.3156203,0.069662705,0.069260575,0.16783845,0.8308686,0.1918471,0.13882615,0.75710636,0.16035628,0.0066860123,0.014711713,C#
0.76718324,0.32229102,0.37448254,0.7527868,0.39963213,0.66939574,0.31229407,0.4969361,0.3904901,0.5033246,0.2945907,0.5108183,C#
0.9813708,0.40217507,0.08941596,0.1734492,0.17577273,0.39641672,0.20208922,0.18434641,0.12371233,0.12897581,0.046239227,0.23655024,C#
0.38658002,0.64785355,0.22429135,0.12798968,0.26899692,0.9458744,0.33896825,0.05115435,0.0838364,0.06376942,0.030623835,0.070198946,C#
0.048600413,0.23395698,0.043085366,0.0027285584,0.080651216,0.5288669,0.09341214,0.15089501,0.9980184,0.18257356,0.0031533483,0.001776492,C#
0.7491578,0.9469665,0.3814249,0.3858951,0.22190271,0.4800215,0.2748917,0.27396154,0.36203963,0.16642945,0.1385027,0.24602641,C#
0.8491533,0.4432069,0.41018692,0.71323115,0.41112953,0.768237,0.46425208,0.5488716,0.5738551,0.3814249,0.28839952,0.42323703,C#
0.13094427,0.5986253,0.110758685,0.057139978,0.11888042,0.6381523,0.1171427,0.1496951,0.7371183,0.13472715,0.0063597164,0.006420875,C#
0.9878022,0.82024515,0.27738863,0.25261754,0.18339947,0.33206484,0.18734358,0.16052257,0.14604178,0.1426174,0.051500518,0.23727435,C#
0.06396907,0.25452152,0.062292706,0.019152204,0.16772644,0.9648918,0.1938376,0.117041476,0.3220994,0.07953894,0.016999079,0.01787116,C#
0.022418944,0.07258212,0.01747229,0.0037104713,0.14240305,0.85110545,0.1409882,0.14611027,0.84288865,0.14818001,0.0043422766,0.002894159,C#
0.11183618,0.5078031,0.089852974,0.01417716,0.11521326,0.6346941,0.11230019,0.15259847,0.57697064,0.108806856,0.0040966584,0.004370239,C#
0.0940677,0.22193737,0.06207145,0.031961,0.15947679,0.7406424,0.1478621,0.164259,0.70609045,0.14507079,0.0076761534,0.012290094,C#
0.014736068,0.019626344,0.012107181,0.010156151,0.062029395,0.3516234,0.06477622,0.1542078,0.9495587,0.17645034,0.043157622,0.022737598,C#
0.009056845,0.03409257,0.00891833,0.0028427527,0.12939104,0.7928666,0.13616493,0.14110358,0.85009,0.14963421,0.0022329874,0.0010090413,C#
0.013419064,0.026138952,0.0070362575,0.0028601447,0.08575088,0.52992386,0.0912252,0.15301047,0.98073995,0.17705604,0.025377551,0.013371175,C#
0.056405615,0.36597946,0.06571986,0.0047083935,0.05213538,0.40748617,0.089609034,0.14440103,0.91062874,0.1663934,0.013406539,0.011551426,C#
0.11764602,0.201654,0.047601506,0.018944632,0.15182187,0.77045125,0.14883387,0.15081698,0.6659872,0.1374969,0.004464524,0.012590113,C#
0.9597137,0.7726125,0.29918247,0.34236026,0.21452548,0.39394,0.24279462,0.24566017,0.19099508,0.15435305,0.07303417,0.25344136,C#
0.804247,0.3167937,0.37544397,0.726136,0.42509356,0.7874805,0.3539156,0.48443946,0.30960417,0.28700858,0.19089082,0.38898695,C#
0.16468342,0.23405232,0.048750777,0.020831153,0.23140147,0.97684443,0.17913637,0.14393246,0.5235641,0.09623166,0.006437339,0.02358972,C#
0.06054505,0.07938624,0.041941427,0.03092253,0.09864125,0.6381304,0.16815773,0.16340955,0.8904183,0.20792302,0.08464505,0.06808702,C#
0.22817495,0.1889352,0.06262724,0.051933743,0.22185153,0.98384184,0.31456673,0.032710798,0.08387964,0.07746234,0.017626032,0.042323124,C#
0.31457743,0.6757077,0.1611992,0.026815861,0.21279664,0.87030226,0.15793315,0.073441155,0.2320273,0.07707351,0.013754808,0.033324998,C#
0.084386975,0.05285301,0.019968422,0.025457121,0.23479345,0.98531723,0.2207287,0.06523857,0.1607632,0.052030966,0.013616929,0.02282449,C#
0.18831107,0.3036274,0.06732174,0.017407484,0.22408037,0.9949635,0.20949687,0.03776376,0.10174506,0.041576684,0.011348918,0.030684475,C#
0.017866002,0.029064922,0.020872239,0.021444978,0.12791212,0.8673314,0.18565695,0.07703257,0.18745501,0.06597224,0.026976146,0.018716462,C#
0.051796496,0.15259126,0.06118363,0.18866612,0.9524876,0.15644333,0.030477079,0.06754188,0.20128763,0.10436489,0.061012477,0.039159417,C#m
0.1071959,0.5028152,0.12637429,0.17055115,0.72475797,0.15421696,0.016683774,0.15077955,0.7390102,0.19069585,0.018440712,0.028802643,C#m
0.031200074,0.13022803,0.06405349,0.19856198,0.92746747,0.19256829,0.013538883,0.03614398,0.09778696,0.036932662,0.010579121,0.00903921,C#m
0.5827083,0.98154324,0.5308964,0.52912587,0.5704392,0.40325776,0.24383646,0.16073002,0.240797,0.2429557,0.40271363,0.70577615,C#m
0.4573546,0.9286031,0.2998771,0.17637597,0.49380696,0.25483268,0.049180947,0.07155082,0.17711027,0.05792332,0.12800992,0.33973548,C#m
0.034937598,0.15066554,0.033520687,0.030667378,0.13225721,0.027504971,0.006723468,0.14015613,0.89790523,0.1813082,0.027168462,0.016303403,C#m
0.042798135,0.04836056,0.018469345,0.09392193,0.49316037,0.09185113,0.0066406447,0.1343029,0.884309,0.19025013,0.06625259,0.051249165,C#m
0.45717943,0.74757624,0.46648932,0.79963547,0.78467757,0.28894103,0.1289305,0.14337678,0.29463354,0.1282466,0.3294167,0.56688964,C#m
0.35794967,0.5518832,0.33159298,0.69162095,0.9601994,0.2603841,0.090801835,0.13849603,0.3332561,0.13192262,0.19624679,0.46444932,C#m
0.2652395,0.3056864,0.1415831,0.28778273,0.90829766,0.21371877,0.031061355,0.09118142,0.2980483,0.107191004,0.09927445,0.4277078,C#m
0.48742154,0.66553164,0.15468347,0.2394219,0.71532387,0.17063285,0.036453985,0.14422016,0.5248536,0.124699555,0.074235804,0.37623554,C#m
0.25137654,0.44294003,0.22154652,0.31421855,0.96093345,0.2697361,0.03714656,0.0628074,0.18623184,0.06185262,0.12237666,0.45620796,C#m
0.399016,0.50902057,0.13471226,0.3077124,0.8775107,0.20645714,0.046566766,0.18326086,0.5454148,0.14429627,0.055827547,0.30456758,C#m
0.28621948,0.475123,0.15657125,0.29698482,0.90600353,0.21275494,0.033546712,0.12740184,0.3926651,0.15229681,0.08472828,0.27894285,C#m
0.038517702,0.08176915,0.025465192,0.03519204,0.16652167,0.029477635,0.0036382943,0.14002885,0.9650591,0.18614559,0.035094544,0.038200803,C#m
0.09630331,0.51551354,0.09269317,0.042916607,0.20647354,0.035900302,0.0026292405,0.108922005,0.72229785,0.13529176,0.0029153693,0.007239997,C#m
0.032592602,0.10840409,0.032144934,0.03933718,0.16605541,0.03739749,0.008639774,0.1448776,0.94622725,0.17505844,0.028321633,0.026978914,C#m
0.053050105,0.30554903,0.04867164,0.07156793,0.41713724,0.061389666,0.0067603714,0.13181931,0.8325158,0.12349496,0.0047492,0.0059285243,C#m
0.49948448,0.438033,0.4549937,0.73117536,0.7129737,0.63697815,0.42861888,0.4594077,0.79268384,0.53414434,0.66226965,0.8262723,C#m
0.06967881,0.42853212,0.069674455,0.12785701,0.7335928,0.09966433,0.007912067,0.0929299,0.5412731,0.08651193,0.0071832435,0.006106644,C#m
0.08018251,0.32945743,0.08027908,0.18159816,0.60689783,0.09851335,0.012387749,0.19743069,0.82400364,0.15371063,0.005769395,0.011097627,C#m
0.5425483,0.5954489,0.54030055,0.8807088,0.7304895,0.6046458,0.5456157,0.34729245,0.65756404,0.45017564,0.76606053,0.8522932,C#m
0.51992476,0.94785327,0.37833297,0.38365173,0.470174,0.3407632,0.20994972,0.18375707,0.40914166,0.15244366,0.27686343,0.3629332,C#m
0.022872278,0.10241277,0.022475133,0.07637969,0.3664213,0.0622875,0.0034955575,0.15551291,0.9993128,0.18301754,0.0040618097,0.009242621,C#m
0.65412176,0.70327497,0.32425338,0.3099062,0.86626613,0.2060874,0.048368726,0.1365543,0.55179036,0.1397824,0.123439595,0.5815233,C#m
0.03846933,0.1182169,0.028689668,0.024609003,0.09470109,0.023399878,0.0075659454,0.14240846,0.95570976,0.17611952,0.020000549,0.029323079,C#m
0.020948809,0.035516508,0.012372012,0.048600093,0.26443425,0.046260882,0.0035328525,0.1481848,0.9817343,0.18620811,0.025413353,0.026704134,C#m
0.5717688,0.8742432,0.29749212,0.21944958,0.57032394,0.26230198,0.06743542,0.10819711,0.3089918,0.095842786,0.1551161,0.39303845,C#m
0.10007133,0.35080764,0.080612436,0.31966838,0.82020575,0.1765292,0.023315163,0.16071081,0.6775182,0.10274821,0.017294705,0.08026646,C#m
0.115690604,0.19652377,0.0715039,0.32417783,0.9964879,0.2389763,0.039307598,0.05713368,0.12590553,0.042897623,0.04065408,0.13889582,C#m
0.041792132,0.086635664,0.04212951,0.30471888,0.9301766,0.20079242,0.020646282,0.124337554,0.4390863,0.07333628,0.016750596,0.090556614,C#m
0.08987456,0.4436202,0.11512675,0.17512435,0.486602,0.09195573,0.0098616965,0.13423133,0.80276996,0.1565885,0.0048661362,0.013312183,C#m
0.14393295,0.2086588,0.07058512,0.30718353,0.9585115,0.21878144,0.023040215,0.05661163,0.20683952,0.042698752,0.03818431,0.16989757,C#m
0.17482615,0.42878675,0.111311,0.29573968,0.79213756,0.17143221,0.020130396,0.16293082,0.6933338,0.109672464,0.022031741,0.094636306,C#m
0.46859264,0.6163029,0.16190092,0.29768422,0.87373036,0.20742875,0.038971618,0.111649945,0.4054831,0.08579687,0.04262361,0.22286744,C#m
0.21336251,0.17451358,0.18708864,0.2921111,0.9130274,0.250687,0.053438608,0.08580186,0.19813114,0.080318674,0.12020742,0.48107564,C#m
0.23967028,0.3911673,0.24636742,0.30214632,0.9362185,0.23900443,0.046114344,0.074114166,0.1927033,0.066243045,0.12661916,0.48695424,C#m
0.023424666,0.12607642,0.03093971,0.14781117,0.889623,0.17732047,0.005823938,0.05932622,0.36147022,0.08507005,0.0038187788,0.0058334493,C#m
0.614606,0.95637345,0.5628813,0.7135184,0.53774136,0.38399693,0.2886143,0.28392944,0.5249257,0.27528712,0.32908183,0.65519977,C#m
0.05435467,0.21436962,0.06171835,0.15986997,0.61573964,0.09257104,0.005872959,0.15193765,0.6314747,0.117698155,0.0071274154,0.022241557,C#m
0.36892265,0.5698255,0.37791306,0.7554124,0.9492402,0.3080466,0.13674107,0.12515351,0.24437411,0.11892144,0.2964681,0.5316011,C#m
0.10295014,0.17422476,0.049929507,0.2034847,0.6157741,0.14075284,0.018802207,0.18867956,0.6988107,0.13160865,0.03796228,0.2095735,C#m
0.12162613,0.22430897,0.062236562,0.23517965,0.7732198,0.18184038,0.028873442,0.15583381,0.53934747,0.10525226,0.051103756,0.26533508,C#m
0.05944752,0.21413551,0.05671955,0.1728344,0.92057836,0.15185608,0.028303795,0.0791258,0.31052208,0.11501544,0.04640982,0.03545477,C#m
0.35134068,0.640895,0.26564458,0.4281991,0.9468771,0.24692902,0.05790831,0.06753448,0.12449536,0.0741772,0.13083257,0.38056347,C#m
0.23506428,0.40267566,0.21211348,0.3343408,0.99726945,0.30529955,0.06075767,0.06784955,0.12287581,0.073039286,0.124073006,0.37823424,C#m
0.5453287,0.8624669,0.5837949,0.9146681,0.51665455,0.34691304,0.2723061,0.26122323,0.49816662,0.29870936,0.4190826,0.56593597,C#m
