chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,label
0.19955027,0.40574244,0.12752055,0.27536455,0.8516892,0.2129572,0.055295482,0.10281381,0.41296887,0.82802385,0.3706711,0.18421762,A
0.1865117,0.17122267,0.18454212,0.40131253,0.8462883,0.39320856,0.25251144,0.3058741,0.46916208,0.72143716,0.5398106,0.4981471,A
0.0010948706,0.0018924437,0.0011392015,0.013605314,0.066041395,0.0104321055,0.0006647007,0.00311177,0.16994143,1.0,0.162532,0.0025369152,A
0.33732793,0.6847596,0.23336288,0.320277,0.988377,0.24926966,0.019210752,0.023681551,0.06470161,0.037193764,0.104751065,0.4349865,A
0.30098605,0.58050317,0.20911703,0.2778942,0.7436051,0.2506987,0.08622913,0.11589209,0.4877583,0.94430393,0.46544975,0.3106396,A
0.087955035,0.1926207,0.06323564,0.22282282,0.78885996,0.20085008,0.01787854,0.017482892,0.17847742,0.6873526,0.15012723,0.12184093,A
0.17848921,0.47653273,0.09229301,0.27177137,0.91719323,0.2173886,0.017960425,0.02480608,0.19023205,0.5510204,0.15973878,0.17874524,A
0.110751696,0.10387057,0.119926274,0.33229053,0.857496,0.31184745,0.12334685,0.1383029,0.47214088,0.9737642,0.5168702,0.31478724,A
0.22358829,0.5364224,0.24537382,0.16927938,0.7117154,0.2975754,0.06037802,0.109824814,0.3686295,0.85987043,0.49023882,0.3135076,A
0.2098469,0.43896875,0.18532792,0.18308766,0.80311733,0.28802553,0.04473627,0.08289735,0.30071047,0.77693844,0.43446487,0.28461018,A
0.09770709,0.15436257,0.07783422,0.3127905,1.0,0.24679948,0.021008985,0.018067827,0.063331366,0.15812287,0.10186719,0.20523757,A
0.18278028,0.4583943,0.12666541,0.31362325,0.98819494,0.22388859,0.01601949,0.026343811,0.14569919,0.3974984,0.15359041,0.20267823,A
0.26047418,0.5407875,0.1894973,0.32724828,0.9924312,0.24667022,0.030649913,0.035412982,0.11605995,0.2611594,0.1640927,0.37414163,A
0.07775114,0.46865532,0.070455216,0.09933324,0.586515,0.084441446,0.0041492875,0.0075597363,0.11237365,0.6824326,0.11054946,0.0066685574,A
0.20320566,0.5665157,0.13059156,0.17135811,0.5924066,0.12595557,0.015376954,0.030456565,0.2523361,0.7929704,0.13164698,0.07873457,A
0.10354643,0.43715152,0.096672125,0.12740864,0.50949275,0.11885393,0.0094532315,0.013476998,0.17784145,0.81148475,0.1449352,0.05412467,A
0.039000303,0.120636314,0.027057273,0.045359462,0.19762643,0.029515905,0.0021109956,0.0033768208,0.16358206,0.98640454,0.17919573,0.035829965,A
0.024566242,0.12652202,0.025299825,0.031623915,0.14570831,0.03291999,0.0063838987,0.0059910803,0.16790403,0.9904614,0.1579143,0.008820622,A
0.026885489,0.06821792,0.01495865,0.042761907,0.19931355,0.028994549,0.0011566782,0.0029415141,0.16267289,0.9802784,0.17916235,0.03089444,A
0.0702634,0.3014347,0.047350038,0.053569116,0.2567101,0.039254285,0.0012619153,0.0039892173,0.16686758,0.9272193,0.15311204,0.013886578,A
0.11161123,0.5123881,0.09823182,0.059697106,0.30466297,0.05912935,0.006388964,0.010792855,0.15268685,0.7692668,0.13415805,0.018516552,A
0.07575558,0.30324125,0.06071799,0.064693816,0.28786406,0.043757018,0.0019338188,0.003967943,0.15901755,0.9033833,0.14522672,0.015102505,A
0.0052186297,0.06810144,0.3496431,0.058947228,0.14775391,0.8919962,0.14573048,0.0033864728,0.0037874058,0.083881296,0.44653347,0.08182666,A#
0.005340142,0.025522733,0.14661421,0.02330751,0.15310916,0.8704307,0.13282607,0.0044751214,0.0038676532,0.081298746,0.43859577,0.073028885,A#
0.007640521,0.08385448,0.42837143,0.07026903,0.13018876,0.8063539,0.13203184,0.0023416288,0.0036444773,0.11533692,0.6525587,0.11551891,A#
0.011870749,0.11213225,0.5283054,0.09065996,0.1498249,0.93690515,0.17777225,0.013422132,0.01564801,0.10970605,0.4351018,0.08776896,A#
0.04664956,0.11228207,0.5939342,0.13707319,0.068801075,0.46000937,0.1282,0.008331198,0.009078743,0.14926974,0.80943793,0.19947602,A#
0.048533473,0.15799245,0.6978634,0.2654775,0.072937906,0.4327763,0.1516652,0.016416095,0.024475912,0.2625635,0.7334544,0.18587591,A#
0.027692238,0.12261173,0.72388744,0.1531544,0.057848033,0.3315811,0.08831674,0.00833724,0.011207386,0.14544256,0.72322106,0.1794551,A#
0.015643988,0.112425804,0.5772202,0.10171679,0.14083405,0.87284404,0.17084043,0.017502453,0.009747263,0.11120436,0.48635134,0.09784215,A#
0.08124224,0.1945075,0.7869345,0.31422505,0.12736148,0.7453378,0.23928323,0.029667763,0.036604363,0.15827252,0.15408371,0.05938897,A#
0.1865816,0.19086133,0.6736703,0.33035678,0.21596523,0.8444349,0.3317797,0.037429247,0.053418137,0.2559468,0.17265029,0.08894572,A#
0.007944565,0.07491223,0.40692562,0.06844234,0.12836663,0.875978,0.17777392,0.02377332,0.01688871,0.078562275,0.41266298,0.066346,A#
0.012783803,0.06077772,0.26225638,0.053326916,0.13655846,0.7899572,0.13877992,0.015290765,0.015648847,0.08817435,0.5056483,0.092264056,A#
0.22342253,0.25846648,0.9441625,0.42201173,0.17003627,0.6914667,0.27817616,0.02817479,0.086635485,0.46871248,0.23346369,0.10800592,A#
0.11791731,0.20843804,0.8409167,0.33026126,0.1696911,0.66237,0.27671632,0.027508236,0.035780385,0.23051463,0.2110847,0.0822807,A#
0.012424316,0.062332105,0.3352782,0.059244435,0.13115379,0.8948671,0.16314946,0.01623017,0.020284006,0.051531136,0.18025261,0.044679683,A#
0.047962554,0.20311181,0.930201,0.36845714,0.106359616,0.48820475,0.2137522,0.028909337,0.031934872,0.2285473,0.17080297,0.04856587,A#
0.03483946,0.2051057,0.93063956,0.35082334,0.056758326,0.27466965,0.116029814,0.015747925,0.014314678,0.123157606,0.20976369,0.052331332,A#
0.93162173,0.46347672,0.23977794,0.2637724,0.18761007,0.30979392,0.1727373,0.23109214,0.24825947,0.48149672,0.6911822,0.49723375,A#
0.8503751,0.48074034,0.48398012,0.50356257,0.28172943,0.5611627,0.28227696,0.34148562,0.34148124,0.64546925,0.75284547,0.50515926,A#
0.8357071,0.57818896,0.3881901,0.5533739,0.28599966,0.5471339,0.36041504,0.34514788,0.5103427,0.6267401,0.7304723,0.5413694,A#
0.83238065,0.43250796,0.68262404,0.5215234,0.2927606,0.8550674,0.36230582,0.3158358,0.29304168,0.55792457,0.5545295,0.43963137,A#
0.8945244,0.45772043,0.5897758,0.50005955,0.1977767,0.42346463,0.22099853,0.28279942,0.22087578,0.6510658,0.9027991,0.5822862,A#
0.9200022,0.4273815,0.1710395,0.1706564,0.1650672,0.42271605,0.19758004,0.13086237,0.14902489,0.4551023,0.75405234,0.5181237,A#
0.17866452,0.24884957,0.88628983,0.3548982,0.081551574,0.17537001,0.102264255,0.04656597,0.11457938,0.58204454,0.87865055,0.40455994,A#
0.24099006,0.19774969,0.64350003,0.24054168,0.22523107,0.87831175,0.30535874,0.032484893,0.070208825,0.2835166,0.25158635,0.13720079,A#
0.20537654,0.14132425,0.45131925,0.1871624,0.22864537,0.97008514,0.3211819,0.02431455,0.056348007,0.25634104,0.14527798,0.08988999,A#
0.41251308,0.26725245,0.8469863,0.37685496,0.15765035,0.5623275,0.24136232,0.10184064,0.29169706,0.7989373,0.82467586,0.45422104,A#
0.21020016,0.15731978,0.4148395,0.19956028,0.2393541,0.9444291,0.33381516,0.10194772,0.18549731,0.41449264,0.45907727,0.23228383,A#
0.9477452,0.5241862,0.61093134,0.30981478,0.16710618,0.50309163,0.22350802,0.11664719,0.1137705,0.4254206,0.7583054,0.5384529,A#
0.045330886,0.199467,0.8896059,0.35012594,0.11360367,0.50933963,0.18315235,0.03146115,0.028468285,0.13201782,0.08668101,0.033067875,A#
0.0074514896,0.06794449,0.40077868,0.06246772,0.10470005,0.7427727,0.12690887,0.010753959,0.01195211,0.13716364,0.84225476,0.12635304,A#
0.05828385,0.20439753,0.8836743,0.32983562,0.08734082,0.53546995,0.19601205,0.020199388,0.018647395,0.1545021,0.5490454,0.12851559,A#
0.081282064,0.10729274,0.34050024,0.06901016,0.15650779,0.73421603,0.1509416,0.014386407,0.013595429,0.16283663,0.7076777,0.14653175,A#
0.0033574407,0.15442082,1.0,0.15728895,0.005518197,0.021088121,0.004704947,0.0012485564,0.0012562431,0.0046293917,0.023443671,0.004720305,A#
0.07774459,0.20680703,0.8480847,0.3328229,0.107131094,0.5925289,0.21403532,0.042117275,0.04754494,0.22613262,0.56559503,0.16000809,A#
0.12822185,0.22156218,0.8555467,0.39874113,0.2252687,0.693174,0.29885322,0.04218586,0.03787841,0.15268296,0.1307649,0.0689568,A#
0.053873457,0.2108956,0.9236626,0.34674498,0.097161144,0.5012534,0.18171541,0.017639317,0.014197728,0.09121408,0.10522917,0.03484332,A#
0.006226585,0.045549132,0.27319473,0.049655806,0.056444414,0.39783728,0.08943999,0.0068183136,0.0062781884,0.1611298,0.9546631,0.14550951,A#
0.004384523,0.019802628,0.13585643,0.02367095,0.1065536,0.6765999,0.112177715,0.0020877372,0.0028506399,0.123883836,0.81604767,0.1431222,A#
0.091048755,0.2239619,0.96042776,0.3989907,0.12820235,0.43078515,0.190228,0.025251972,0.02727701,0.12381023,0.11014794,0.043949824,A#
0.2634453,0.26566756,0.78631735,0.32170802,0.26941374,0.9626578,0.3407446,0.04459145,0.073604755,0.2617087,0.1763972,0.11717896,A#
0.043213382,0.1717938,0.7268193,0.14853793,0.17050824,0.890073,0.18375528,0.03053671,0.024129242,0.04315022,0.11680081,0.042832807,A#
0.13092197,0.13161713,0.4681722,0.09063231,0.13137287,0.62022585,0.14102665,0.015161191,0.019823262,0.17090076,0.80283713,0.15629831,A#
0.0070001935,0.055877034,0.2864827,0.046874516,0.12358316,0.7751864,0.12456438,0.0017789118,0.0034226282,0.11944628,0.6945329,0.12085061,A#
0.07104278,0.107110634,0.44775733,0.079116374,0.12405821,0.755687,0.14665684,0.02812089,0.025092566,0.1629026,0.64284885,0.13055941,A#
0.098334536,0.21557885,0.88394517,0.33229792,0.079533376,0.4497394,0.15382485,0.020595469,0.025782112,0.14105856,0.44790393,0.11306753,A#
0.030491792,0.12591062,0.7085504,0.15395159,0.06703839,0.36517504,0.1021738,0.010932461,0.010836921,0.14561544,0.76796603,0.1822096,A#
0.015615198,0.102703325,0.48288345,0.07668305,0.13106644,0.7704577,0.14440355,0.019863335,0.015504875,0.15329893,0.69345367,0.10621339,A#
0.014543467,0.08806952,0.45303687,0.077171184,0.12922049,0.7910568,0.15691067,0.020959636,0.013216953,0.13378842,0.6969589,0.11835834,A#
0.0091980565,0.07224405,0.4095594,0.06495913,0.09697876,0.692971,0.13451074,0.0098782675,0.010154168,0.13722852,0.87122995,0.12961307,A#
0.12635113,0.22404954,0.910837,0.3453472,0.17538774,0.73847467,0.26203158,0.023540344,0.038530212,0.16828114,0.21451299,0.08700971,A#
0.007210077,0.026555764,0.14224687,0.021516757,0.12927459,0.72145534,0.105045214,0.0016109699,0.0029679798,0.11763756,0.6498909,0.10387429,A#
0.0041242614,0.04055963,0.24065264,0.037936497,0.06739844,0.48192012,0.078730375,0.0020204554,0.0033909031,0.17314652,0.97161,0.14506035,A#
0.074322395,0.22436154,0.9399592,0.34970903,0.08758149,0.39543515,0.15414046,0.027825417,0.039980564,0.12839895,0.20841286,0.07688396,A#
0.22848892,0.32286948,0.86236614,0.27569667,0.16766253,0.3983036,0.14441128,0.065393336,0.18017767,0.7343162,0.91064733,0.3324233,A#
0.24210328,0.21678218,0.6279584,0.26545742,0.2533706,0.9633496,0.34168822,0.033646245,0.0660764,0.2920384,0.21377356,0.11496016,A#
0.90604794,0.5271391,0.65128094,0.35327145,0.17986867,0.54686624,0.2594881,0.19053273,0.1744465,0.52689415,0.8704182,0.57306874,A#
0.2603695,0.2206107,0.7546597,0.3561923,0.17395337,0.637684,0.27208537,0.061034657,0.11751123,0.558843,0.8112031,0.39519894,A#
0.90896565,0.5184569,0.7186729,0.39632446,0.18377669,0.56580687,0.25555828,0.16712098,0.14097902,0.48785314,0.6249663,0.45586202,A#
0.8374672,0.4459282,0.2745799,0.2429601,0.21012606,0.51394546,0.23421434,0.18221295,0.24976252,0.52892697,0.7903127,0.51756614,A#
0.012616601,0.08974029,0.47495598,0.084692165,0.12260978,0.8335071,0.14861734,0.009747377,0.010926198,0.08502792,0.42731836,0.06794442,A#
0.006351501,0.05156941,0.23809065,0.043528456,0.14965527,0.91434866,0.16359808,0.007969629,0.0069942097,0.050311655,0.21625684,0.047828764,A#
0.015444566,0.06170105,0.2612999,0.05630358,0.14876068,0.87748325,0.16501197,0.01855627,0.017085847,0.08106773,0.43217832,0.082824364,A#
0.010099918,0.071665086,0.40341404,0.06348449,0.115072355,0.8005144,0.13942195,0.016759496,0.014679609,0.11500603,0.6666715,0.107879885,A#
0.040786672,0.13587822,0.60049766,0.12469699,0.14778721,0.8301875,0.1774275,0.04860298,0.042146336,0.06019848,0.13173296,0.061635874,A#
0.015057654,0.14357601,0.7961482,0.13056923,0.124897756,0.7357207,0.18311092,0.063785255,0.048012163,0.05414084,0.19528806,0.045761667,A#
0.04798353,0.17230394,0.041801874,0.006329817,0.075529434,0.41640526,0.11028404,0.009181644,0.015020396,0.17962067,0.9756264,0.23243113,A#m
0.032066062,0.12295137,0.02850872,0.012605134,0.13338588,0.8796611,0.15745658,0.018299464,0.019852672,0.038674243,0.15312147,0.04755094,A#m
0.12043399,0.227619,0.063293174,0.0072513293,0.14463226,0.9413177,0.23604645,0.013115408,0.048825677,0.13076046,0.60177374,0.15341713,A#m
0.08494931,0.11558166,0.03475606,0.006573817,0.08525764,0.5612671,0.14140104,0.0110749295,0.027448349,0.16220796,0.8457809,0.20994608,A#m
0.29583907,0.6385458,0.16315112,0.027633052,0.22677885,0.9105761,0.18341815,0.033859503,0.09641583,0.10105378,0.24485478,0.086995974,A#m
0.19756319,0.46140718,0.15238412,0.052717682,0.20850532,0.9570393,0.19044167,0.02549902,0.09429294,0.06304462,0.14587764,0.06391613,A#m
0.12688743,0.2529743,0.0805236,0.01435872,0.1341394,0.83022434,0.2158893,0.019326987,0.04241424,0.14169778,0.654263,0.17481697,A#m
0.098684825,0.5524641,0.085023895,0.0067556333,0.098839074,0.7164147,0.12203319,0.009357523,0.011731859,0.07754109,0.3509949,0.060177125,A#m
0.06559251,0.12516253,0.03161235,0.005063964,0.07462423,0.4971851,0.12049217,0.007614022,0.013645191,0.1629862,0.88638604,0.21055505,A#m
0.82443583,0.5008671,0.17239518,0.116048396,0.23467152,0.6013011,0.17851932,0.174557,0.19853349,0.50672215,0.9060062,0.54934883,A#m
0.24860771,0.3292402,0.16079123,0.062005963,0.24301195,0.9508175,0.42188767,0.04187129,0.055203103,0.11276354,0.30628222,0.15823159,A#m
0.41280144,0.33354655,0.109406784,0.07866052,0.32668817,0.9785541,0.2600206,0.05544164,0.12702881,0.31361324,0.4692675,0.25941247,A#m
0.11673819,0.15609092,0.05945076,0.027819762,0.22474678,0.9759651,0.2249847,0.031826183,0.037142016,0.090832084,0.19341996,0.09051896,A#m
0.060758904,0.24095632,0.057870798,0.0066704126,0.14010838,0.88374555,0.16327663,0.017008357,0.019315492,0.12766522,0.49948326,0.10017119,A#m
0.01992689,0.09207254,0.01753199,0.0051120645,0.118254684,0.8540195,0.14357117,0.0096208025,0.009973135,0.09204099,0.5427437,0.084515885,A#m
0.911153,0.5493748,0.17710537,0.119535655,0.16356894,0.34026232,0.12895957,0.13584168,0.13710721,0.41907948,0.7479379,0.51652896,A#m
0.014979963,0.07522868,0.01388118,0.002046925,0.11948133,0.73862094,0.124491304,0.0019389743,0.0026486837,0.12193185,0.7916958,0.14028673,A#m
0.024164148,0.09139175,0.017507553,0.002178902,0.14175467,0.8937214,0.15213184,0.0032458983,0.0038343933,0.083119825,0.47757342,0.090798825,A#m
0.04157033,0.16010314,0.02924928,0.008888138,0.12754719,0.9206032,0.162282,0.010974112,0.011820223,0.042627677,0.21596879,0.046546817,A#m
0.053711016,0.09406744,0.023652704,0.0041137952,0.06736347,0.4486633,0.113563724,0.0080341315,0.011902999,0.1631798,0.93305486,0.22807218,A#m
0.580124,0.85660076,0.24428236,0.08247711,0.3407505,0.95567465,0.28553385,0.07333269,0.13547446,0.16841154,0.198044,0.18199204,A#m
0.031621,0.123317614,0.02179131,0.0021095453,0.13558185,0.84287727,0.13752669,0.0023817918,0.00547819,0.11261085,0.6531205,0.11507407,A#m
0.01697865,0.087994054,0.014824167,0.0011098288,0.115198724,0.740477,0.123340376,0.0017633378,0.0025847552,0.11392762,0.73903906,0.1283793,A#m
0.05967926,0.22915189,0.04830168,0.005198049,0.14821766,0.91983193,0.16953251,0.015915718,0.015359963,0.09226498,0.36464873,0.07858757,A#m
0.2843548,0.22984822,0.08641657,0.06791428,0.26266876,0.98636794,0.3441503,0.03586711,0.042942785,0.11296093,0.08843268,0.08100145,A#m
0.07168723,0.3125118,0.052959844,0.001751712,0.109859735,0.69100034,0.1100732,0.0015466185,0.0058625033,0.09793228,0.60354614,0.107741326,A#m
0.44029915,0.7639941,0.32321393,0.07281934,0.3069009,0.96413743,0.22286418,0.050676875,0.11537746,0.14879704,0.24943776,0.1688021,A#m
0.26896697,0.45981812,0.2872006,0.070915,0.2154958,0.9428549,0.2957885,0.02931716,0.0993449,0.15931526,0.3187788,0.15083021,A#m
0.04042846,0.14657015,0.02367126,0.0040475493,0.10736636,0.5895079,0.08355253,0.0013921839,0.00391724,0.13131334,0.7484723,0.12568587,A#m
0.4576453,0.7528137,0.225613,0.06939053,0.3056298,0.9464258,0.23132548,0.10906986,0.21294533,0.30681646,0.4631319,0.2773852,A#m
0.13610421,0.6177517,0.12256163,0.009331858,0.103888795,0.63688666,0.10898036,0.0091157295,0.021292415,0.1342364,0.62260455,0.114225954,A#m
0.0886114,0.2155396,0.04572483,0.0071519627,0.116391025,0.59837824,0.113370925,0.0068009915,0.015896013,0.17751436,0.9177587,0.15763877,A#m
0.5938676,0.9369652,0.5331102,0.2602278,0.12951472,0.35857067,0.20000283,0.21242839,0.26893032,0.27458605,0.4029684,0.4292281,A#m
0.27763224,0.7169584,0.27033576,0.025550473,0.17477103,0.83896583,0.17066072,0.02792538,0.101614326,0.08349392,0.22946246,0.082058385,A#m
0.2272731,0.26585868,0.2158066,0.07052584,0.22558226,0.96916246,0.30340755,0.03436236,0.08419226,0.13983841,0.23853014,0.13521068,A#m
0.26044035,0.47871763,0.31692365,0.07099593,0.21574835,0.9467785,0.29847357,0.030330243,0.09452671,0.14531374,0.33919284,0.15520827,A#m
0.21712312,0.510484,0.12681377,0.009641839,0.15736182,0.79759663,0.15229827,0.021311935,0.07739238,0.17137213,0.78991807,0.15056214,A#m
0.12369966,0.23923448,0.05576988,0.0067402776,0.14761479,0.75033206,0.14258201,0.01573473,0.061630916,0.17929259,0.8423152,0.15702154,A#m
0.13183546,0.57004935,0.097979754,0.0044974256,0.11502526,0.67880064,0.11169288,0.011165652,0.02524282,0.13023934,0.5859715,0.09241274,A#m
0.1715259,0.48841292,0.09162869,0.012683193,0.12834926,0.64829296,0.1281005,0.015872322,0.029888155,0.15749742,0.7703203,0.14000583,A#m
0.18694177,0.42835245,0.14890778,0.016040482,0.19639312,0.96732324,0.1994321,0.022785032,0.09150329,0.069133095,0.17535491,0.069842726,A#m
0.117787264,0.5014355,0.080724984,0.004641817,0.113253646,0.6276356,0.08995812,0.0029731835,0.012475015,0.09558197,0.49823755,0.08009783,A#m
0.03930075,0.09849735,0.021178639,0.0062363017,0.122220226,0.6688438,0.09588105,0.0022094336,0.006347474,0.12447712,0.6926109,0.12532179,A#m
0.056458123,0.31383914,0.046627045,0.0040539983,0.09130483,0.6731158,0.109349884,0.0038289642,0.005749188,0.12652968,0.80796033,0.11953988,A#m
0.029095946,0.1512141,0.026753558,0.004816507,0.116911806,0.86730635,0.14194693,0.004518863,0.006333194,0.04771157,0.25179514,0.04370906,A#m
0.027922045,0.12918305,0.024974497,0.00602445,0.0899923,0.6591836,0.11517261,0.0053221555,0.0043667452,0.12719186,0.72382456,0.116394654,A#m
0.07833897,0.3066387,0.050056335,0.015108538,0.09139605,0.58824986,0.106232464,0.0098683275,0.010686395,0.14711994,0.80010134,0.1533996,A#m
0.017921254,0.03589318,0.01737094,0.015058932,0.14964569,0.7430459,0.124233976,0.012493952,0.016670037,0.1366249,0.6770015,0.11181431,A#m
0.67517304,0.8839504,0.3503333,0.20298034,0.16038041,0.48979092,0.18729533,0.21930173,0.2503369,0.3154576,0.4992616,0.40909043,A#m
0.5344288,0.8053662,0.22778389,0.06906631,0.3092592,0.9580417,0.23702906,0.07789591,0.1595834,0.3375283,0.5504198,0.30124372,A#m
0.028993644,0.04314968,0.016399497,0.013757007,0.1389209,0.93268305,0.1789231,0.022812467,0.022381604,0.05241413,0.17941457,0.050628744,A#m
0.93556464,0.40964857,0.11369376,0.1718744,0.18344735,0.49821046,0.23333015,0.2043689,0.1455721,0.28154072,0.5283171,0.45760298,A#m
0.043911222,0.10346481,0.045489296,0.035900775,0.14501111,0.8531601,0.18588553,0.052980598,0.045303702,0.059575304,0.1364713,0.059424415,A#m
